,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
55951,1,15,33,37,3,9,4,1,11,1,0,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0
20402,1,29,33,56,6,18,8,5,20,3,4,5,2,0,3,2,2,1,2,0,2,1,0,0,0,0,6,3,4
14734,1,18,29,20,1,7,0,0,9,2,0,1,1,2,1,2,0,0,1,0,0,0,0,0,0,3,2,6,6
15533,1,18,23,29,12,7,6,3,10,4,2,3,2,2,2,3,3,3,1,2,0,0,0,0,0,0,6,3,2
16843,1,52,26,39,3,27,18,5,17,0,2,2,2,0,3,2,2,0,1,0,0,1,0,0,0,0,3,1,1
20680,1,31,23,18,2,13,4,3,13,2,0,3,1,0,2,0,3,0,1,2,0,0,0,2,0,0,2,1,1
18669,1,31,16,23,3,13,10,0,19,1,2,2,3,2,2,1,0,1,1,0,0,1,0,0,0,0,4,1,1
15107,1,16,20,28,10,8,0,1,15,1,2,3,2,0,0,0,3,2,0,4,0,2,0,0,1,1,2,6,9
14838,1,48,33,38,7,19,10,2,27,4,0,6,3,0,1,0,1,1,2,0,0,0,1,0,0,0,3,3,0
272338,1,8,25,9,0,10,2,0,1,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1
15253,1,38,13,29,8,10,4,2,16,2,0,1,2,0,4,1,2,0,1,0,0,2,0,0,0,0,0,0,0
49855,1,21,24,21,5,9,6,3,8,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
15806,1,65,40,39,6,34,12,6,17,0,0,4,3,0,2,0,0,0,1,0,0,4,0,0,0,0,1,1,2
14758,1,1,3,2,0,3,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0
15051,1,38,50,65,9,19,8,0,21,0,2,6,1,4,1,4,4,2,1,0,0,2,1,0,3,0,2,9,5
360992,1,49,23,25,4,13,6,3,16,1,0,2,3,0,1,0,2,0,3,0,1,1,0,0,0,0,4,3,1
15014,1,30,34,22,5,11,8,1,15,2,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,3
25622,1,35,48,43,15,11,12,4,6,3,6,6,3,2,2,6,1,0,1,0,1,2,0,0,1,2,2,9,13
236528,1,48,25,53,8,15,22,9,18,5,2,3,1,0,2,0,1,0,1,0,1,1,0,0,0,1,4,5,0
127685,1,19,29,24,8,6,2,0,7,1,6,2,2,2,1,5,2,0,2,0,2,2,0,0,0,1,1,3,4
15317,1,22,22,16,5,7,0,1,4,1,2,3,1,0,2,6,4,2,0,0,0,0,0,2,1,0,3,3,2
15039,1,10,18,17,1,6,10,0,6,0,2,1,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,2,1
14991,1,43,44,53,10,26,12,10,21,1,4,4,3,0,1,1,1,0,2,0,1,2,0,0,0,0,1,1,1
15265,1,14,20,8,2,3,2,1,5,2,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
15194,1,6,25,16,7,4,4,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3
91519,0,6,9,8,1,4,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4
284524,1,11,12,11,0,4,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263490,0,5,8,14,2,2,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,3
18591,0,15,14,10,2,4,2,0,4,4,2,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,2
15018,1,6,16,12,7,5,2,0,3,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1
8628,1,7,20,25,3,4,2,0,7,1,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,3
14689,1,60,25,31,6,28,8,8,24,3,0,0,5,0,2,0,0,2,1,0,0,1,0,0,0,0,5,3,2
235606,1,39,25,37,5,13,6,4,13,0,0,5,0,4,1,0,1,0,1,0,1,1,0,0,0,0,2,1,1
134387,1,35,32,27,5,17,6,2,17,3,0,4,1,0,1,0,2,1,0,0,1,3,0,0,1,0,1,4,4
14989,1,35,39,31,7,23,14,2,17,5,8,4,3,2,0,2,2,0,2,0,0,2,0,2,0,0,2,5,3
352988,1,49,30,35,6,25,16,3,13,5,0,2,1,0,3,1,0,1,2,0,1,1,0,0,0,0,2,0,0
65027,1,26,23,33,5,10,2,3,22,0,2,1,2,0,4,1,2,1,1,0,1,1,0,0,1,0,5,2,0
56274,1,8,19,21,5,4,2,2,11,0,0,5,2,0,0,2,1,0,0,0,0,0,2,0,0,1,1,1,5
18579,1,23,17,20,2,19,2,2,5,0,4,2,2,0,1,1,1,0,2,0,0,1,1,0,0,0,2,3,3
289711,1,49,33,40,17,18,4,2,16,1,2,5,2,0,7,7,3,0,1,0,0,3,0,0,0,0,1,2,0
65596,1,20,52,32,8,6,4,4,14,5,0,2,1,0,3,2,3,1,1,0,0,1,0,0,0,1,1,8,3
173214,1,19,41,28,1,9,0,3,11,1,4,1,2,0,2,4,1,0,1,0,1,2,0,0,0,0,1,1,10
105378,1,15,24,19,3,4,2,1,7,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,5
144766,1,19,11,24,2,10,0,3,12,2,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
14775,1,19,48,37,6,23,8,2,9,0,0,3,1,2,1,1,2,1,1,0,0,0,0,0,0,1,0,4,1
258252,1,55,39,24,7,10,4,5,10,0,0,3,6,0,1,4,1,0,0,0,0,0,0,0,0,0,2,2,3
20932,1,43,28,28,1,25,2,2,21,0,2,2,1,0,2,0,1,0,2,0,0,1,0,0,0,0,2,0,1
15069,1,55,32,36,3,26,16,8,14,0,2,2,2,0,3,1,0,0,0,0,0,2,0,0,0,0,4,1,2
282804,1,21,20,29,2,11,10,2,7,2,2,2,1,4,2,2,3,0,2,0,0,1,0,0,0,0,3,3,0
14847,1,8,25,9,2,12,2,4,13,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372915,1,22,27,23,5,14,4,3,16,3,0,3,2,4,0,0,1,1,1,0,0,1,1,0,0,0,2,5,4
9611,1,14,39,19,4,6,0,4,9,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
51132,1,7,16,20,3,6,6,0,7,2,0,2,1,0,2,5,4,0,0,0,0,2,0,0,1,0,2,2,2
337775,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70975,1,19,27,18,3,5,6,0,9,4,4,7,1,0,2,1,4,0,2,0,0,1,1,0,0,0,3,5,5
279780,1,5,10,6,1,7,2,2,1,0,2,0,1,0,0,5,1,0,1,0,0,1,0,0,0,1,3,2,6
471348,1,16,11,19,6,7,2,2,11,3,0,2,0,0,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0
134369,1,32,31,37,5,18,6,5,28,1,2,6,4,0,2,0,2,1,1,0,0,1,1,0,0,1,1,1,0
15781,1,43,12,28,12,12,8,5,17,5,0,3,7,2,0,0,2,0,1,2,0,0,0,0,1,0,2,2,2
221411,1,31,71,48,14,24,6,6,13,5,4,7,3,0,4,7,6,0,2,0,0,1,0,0,2,0,1,5,2
65075,1,61,36,41,12,23,18,4,16,2,4,1,3,0,3,0,1,0,1,0,0,1,0,0,0,0,1,4,0
159,1,46,32,41,5,14,16,3,15,2,4,1,2,0,3,0,0,0,1,0,0,1,0,0,0,0,4,1,2
224965,1,9,9,9,3,7,0,3,6,0,4,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
15877,1,9,15,17,3,1,4,0,2,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,1,2,1
365441,1,32,17,18,4,15,4,1,11,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
127796,1,13,47,32,8,7,2,2,12,0,2,3,1,0,0,1,1,1,0,2,0,1,0,0,0,0,4,6,4
15192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327009,1,27,17,31,10,14,10,0,15,2,0,2,1,2,1,0,1,0,1,2,0,0,0,0,0,0,1,6,1
20876,1,19,12,21,3,8,2,4,9,0,0,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
14888,1,16,32,18,3,13,6,1,7,1,2,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,3,4,0
14914,1,19,23,36,3,6,2,4,19,0,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14997,1,21,18,23,6,6,2,0,4,2,0,4,3,0,0,2,0,0,1,0,0,1,0,0,0,0,2,3,3
37948,0,16,21,28,3,5,0,0,6,1,6,3,3,4,3,3,1,1,1,0,0,0,0,0,0,0,4,6,5
16432,1,25,48,42,8,6,6,3,13,3,0,2,2,2,2,5,4,1,0,0,0,3,1,0,0,0,3,2,8
65180,1,27,39,31,7,8,8,3,15,3,0,3,2,0,0,4,2,0,1,0,1,1,0,0,0,1,4,7,7
15777,1,54,57,56,11,21,8,5,22,3,2,7,1,0,2,2,3,0,1,2,2,5,0,0,0,0,10,1,3
14706,1,29,42,42,7,17,6,5,32,2,0,4,2,4,1,5,3,1,1,0,0,1,0,0,0,0,2,4,6
14857,1,51,34,22,3,22,12,6,15,0,0,2,3,0,2,0,2,0,1,0,0,1,0,0,0,0,4,1,0
241966,1,50,32,36,7,17,8,7,17,3,0,5,1,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,1
18704,1,15,12,10,1,6,2,3,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15232,1,7,12,18,2,5,0,1,2,0,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,3
258254,1,3,9,10,3,2,0,0,9,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,5
354997,1,2,6,6,3,1,6,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
224971,1,9,10,19,4,5,8,0,6,1,0,2,1,0,0,3,1,0,1,0,1,0,0,2,0,0,1,4,2
14705,1,24,31,28,8,12,4,3,16,3,2,1,0,0,1,3,2,0,2,0,1,0,0,0,1,0,1,7,6
15256,1,45,24,62,12,29,10,4,28,4,0,6,5,0,0,0,0,0,2,0,0,1,1,0,0,0,4,0,0
18581,1,8,4,6,2,4,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16010,1,20,27,17,4,8,0,4,11,3,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
16884,1,27,52,31,4,10,4,2,15,3,2,7,3,4,0,3,1,0,0,0,0,0,1,0,0,0,1,7,2
15456,1,22,31,36,6,1,6,2,14,3,0,2,2,0,3,3,0,2,0,0,0,1,0,0,1,1,4,1,8
272434,1,58,25,41,10,20,6,5,22,2,2,1,7,0,2,1,1,0,1,0,1,5,0,0,0,0,4,0,2
14760,1,16,31,32,4,3,2,1,15,1,2,3,3,0,1,5,2,2,1,0,1,0,0,0,0,1,2,7,9
14766,1,9,5,7,2,2,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
15178,1,27,27,24,6,24,6,5,8,0,4,5,1,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0
16303,1,43,36,59,13,16,14,6,18,1,4,2,6,0,1,5,4,0,1,0,0,1,0,0,0,0,9,7,4
235450,1,56,33,39,5,19,6,3,16,1,0,1,1,2,3,1,3,0,0,0,0,0,0,0,0,0,2,1,0
1722,0,1,2,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
38082,1,14,10,2,0,4,6,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49869,1,18,6,17,7,9,2,0,9,1,4,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,0
15399,1,26,52,38,13,14,4,2,14,2,4,4,1,2,3,4,2,0,0,0,0,1,0,0,0,1,4,6,1
86517,1,17,33,28,5,6,0,0,10,1,2,3,0,0,1,2,1,1,1,0,0,1,0,0,0,0,4,2,7
165431,0,7,19,15,0,1,0,2,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,2
15772,1,33,52,30,7,17,6,2,13,5,4,4,2,0,3,3,3,1,1,0,1,2,1,0,1,0,5,5,1
21469,1,39,35,19,7,11,10,4,14,1,0,2,0,2,4,1,0,1,0,0,2,2,0,0,0,0,0,5,1
83836,1,11,18,26,2,7,0,1,7,1,0,2,1,2,0,0,1,0,0,2,0,2,1,0,0,1,1,1,5
94764,0,12,15,7,1,9,2,0,3,2,0,2,0,0,0,4,2,1,0,0,0,1,0,0,1,0,0,4,5
51013,1,6,17,11,2,2,2,0,5,2,0,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,3,8
223560,1,8,19,17,7,3,0,2,9,0,0,9,5,2,1,2,1,0,1,0,0,1,0,0,1,0,3,5,3
6292,0,2,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,1,2,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14770,1,18,18,17,7,6,4,3,14,2,4,0,1,0,3,4,2,1,0,2,0,1,0,0,0,0,0,6,1
14798,1,35,25,27,6,14,8,3,14,2,2,6,0,0,1,3,1,0,1,0,0,2,0,0,0,0,5,4,0
3320,1,19,20,29,7,7,6,3,19,5,0,2,2,0,3,3,3,0,2,0,0,1,0,2,0,0,2,2,2
391530,1,21,32,21,8,9,0,0,7,0,0,6,2,0,1,4,1,0,1,0,0,0,0,0,0,0,2,3,5
228639,1,19,16,20,3,9,0,2,1,1,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1
3566,0,14,15,18,7,14,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
337682,1,35,13,18,4,14,8,3,12,3,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
397028,0,15,2,11,2,4,0,0,5,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
19392,1,9,11,10,2,4,0,0,2,0,0,2,0,0,2,3,2,0,1,1,0,0,0,0,0,0,1,2,6
15129,1,22,30,37,15,12,2,0,16,2,0,2,3,0,0,3,0,0,1,0,0,1,0,0,1,0,1,6,5
279721,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14731,1,15,32,14,3,6,2,0,5,1,2,1,1,0,1,3,1,0,1,0,0,1,0,0,1,0,2,3,7
14917,1,42,23,39,6,25,10,3,16,6,2,0,4,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0
14804,1,5,8,4,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0
1729,1,11,3,7,2,1,0,3,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14806,1,16,34,26,13,10,8,1,12,1,4,3,2,2,3,4,2,0,0,0,0,2,0,0,0,0,2,4,4
14687,1,29,19,29,5,25,16,4,17,1,0,2,2,0,3,0,2,0,1,0,0,0,0,0,0,0,3,0,1
3335,1,35,38,23,8,22,14,7,15,4,6,2,2,0,3,1,2,0,0,0,0,1,0,0,0,1,1,0,1
15775,1,40,53,32,6,18,8,0,12,4,2,2,3,2,1,3,0,1,3,0,0,0,0,0,0,1,0,1,0
49968,1,15,33,16,4,10,0,1,9,0,0,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0
15795,1,14,32,20,4,15,2,3,11,3,0,2,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
285727,1,7,12,9,2,3,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
272363,1,20,15,21,4,9,6,2,13,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,4,3,1
356906,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25861,1,55,28,49,11,11,6,2,26,0,2,5,7,0,3,2,1,0,4,0,0,2,0,0,0,0,2,0,1
14938,1,41,41,49,10,16,2,1,28,2,4,0,3,2,0,1,1,0,1,0,0,3,0,0,0,0,5,7,2
14816,1,12,15,25,5,6,6,2,12,0,0,2,1,0,1,3,2,0,0,0,1,3,0,0,0,1,2,4,0
14778,1,42,28,34,3,24,18,6,16,2,4,3,3,0,6,0,2,0,3,0,0,1,0,0,0,0,3,0,1
54579,0,10,39,17,1,5,0,3,8,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94650,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15937,1,59,47,67,16,25,14,6,28,6,6,7,4,2,6,4,5,2,4,2,0,3,1,0,1,2,7,8,3
145014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269490,1,6,13,9,2,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3
15810,1,5,10,4,1,1,2,0,5,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94831,1,9,27,33,5,4,4,0,7,2,2,1,3,0,2,3,2,1,0,0,0,0,0,0,0,0,1,6,3
15449,1,30,9,16,3,17,10,0,7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
15278,1,5,12,8,4,4,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
3345,1,27,20,21,3,11,2,4,20,1,0,0,4,0,5,4,3,0,0,0,0,2,0,0,0,0,2,2,0
14712,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366203,0,2,2,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
149091,1,18,12,16,5,11,0,0,10,3,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,3,0,0
51689,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
14772,1,16,32,21,3,8,8,1,7,3,0,5,2,0,1,1,0,1,0,0,1,1,0,0,0,0,1,3,2
97555,1,8,6,11,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
15191,1,18,32,31,10,7,4,1,7,0,0,3,2,2,2,4,1,0,0,0,1,1,0,0,0,0,1,2,4
15952,0,6,5,9,1,7,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
15942,0,13,18,30,9,7,2,3,4,2,2,2,1,0,1,0,1,0,0,2,0,1,0,0,1,0,1,2,1
15085,1,8,18,7,1,3,2,1,11,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,3,3
82487,1,28,30,19,6,14,6,0,5,2,0,9,4,0,3,3,2,1,2,0,1,0,0,0,0,0,6,2,2
135561,1,35,28,40,1,19,2,4,19,6,0,0,3,0,3,2,1,1,1,0,0,4,0,0,0,0,3,6,1
65880,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14788,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282194,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16826,1,45,25,24,5,20,10,2,16,2,0,6,2,0,2,0,0,1,1,0,1,3,0,0,0,0,2,3,2
15695,1,9,15,10,6,2,0,0,4,0,0,5,2,0,1,3,2,0,1,0,0,1,0,0,0,0,0,2,1
26115,1,81,21,50,9,30,16,6,19,2,2,6,2,0,3,0,3,0,2,1,2,0,0,0,0,0,3,2,0
14802,1,21,31,33,2,14,2,2,7,0,0,4,1,0,3,2,1,0,0,0,0,2,0,0,0,0,2,0,1
64995,1,16,18,20,0,12,2,0,5,2,0,1,2,2,0,1,1,1,0,0,0,1,0,0,0,0,1,6,7
20728,0,8,10,4,1,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1
15225,0,9,8,1,1,2,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0
235597,1,52,33,24,3,23,10,2,13,3,0,1,1,0,3,0,1,0,1,0,0,2,0,0,0,0,3,0,0
345707,1,8,10,20,4,7,2,1,9,1,2,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1,0
3416,1,39,19,22,6,21,2,1,23,2,2,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,3,2,1
18982,1,25,41,25,5,15,6,2,17,3,0,5,1,0,0,1,1,2,2,0,0,0,1,0,0,1,3,1,1
70096,1,23,43,38,6,12,10,4,24,3,2,5,2,0,0,1,4,0,2,2,0,2,1,0,0,0,2,6,4
49873,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
373636,0,2,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25871,1,4,11,6,1,0,0,1,3,1,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0
49982,1,14,9,21,1,6,2,3,4,1,0,2,2,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0
344864,1,53,16,30,6,22,2,6,11,1,6,1,3,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0
18670,1,19,18,16,1,6,2,1,8,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
14800,1,22,25,21,1,14,6,3,8,1,0,1,2,0,2,0,4,0,0,0,0,1,0,0,0,0,1,1,0
105622,1,7,11,7,6,2,0,0,1,0,2,1,0,0,0,8,2,0,1,0,0,0,0,0,0,0,1,3,2
255387,1,34,22,17,7,10,14,3,11,0,0,2,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,3,0
69616,1,11,40,12,8,1,0,2,2,0,2,1,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,8,4
363648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25995,1,37,41,34,2,19,2,3,25,2,4,4,1,2,1,0,1,1,0,0,1,4,0,0,0,0,4,1,0
15798,1,23,30,28,5,13,6,5,11,2,0,5,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0
413737,1,48,21,30,5,26,6,2,22,1,4,1,1,0,2,1,1,0,5,4,1,0,0,0,0,0,2,0,1
15543,1,6,19,4,2,3,2,2,2,0,0,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,1,1,0
14863,1,32,29,33,4,15,4,1,18,2,2,2,1,0,1,1,1,0,1,0,0,2,0,0,0,0,1,1,1
38079,1,21,22,8,2,3,2,0,4,1,2,1,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,3,0
275384,1,40,9,20,3,17,4,5,12,2,0,0,3,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15782,0,14,11,11,2,10,4,2,4,1,0,0,2,0,0,1,2,0,1,0,0,1,0,0,1,0,1,1,0
296341,1,30,24,10,3,10,2,5,7,2,0,4,2,0,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0
14864,1,15,17,20,2,8,2,0,7,2,2,4,2,2,3,1,2,0,0,0,0,1,0,0,0,0,2,3,3
15821,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14749,1,28,46,32,8,17,14,4,12,4,0,4,3,0,0,2,0,1,1,0,0,2,0,0,0,0,2,2,2
16443,1,11,7,13,4,6,2,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
302600,1,20,23,28,3,8,8,3,14,2,0,1,2,0,2,3,0,1,1,0,0,0,0,0,0,0,5,5,5
35477,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
15050,0,2,6,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
343685,1,22,42,26,4,7,2,2,6,1,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0
224801,1,16,29,17,8,4,2,0,12,2,0,2,1,4,0,1,4,0,1,0,0,1,0,0,1,0,1,10,6
14716,1,31,26,36,4,18,6,6,16,1,0,2,2,0,2,1,3,0,1,0,1,1,0,0,0,0,2,1,0
228980,1,49,29,36,10,16,14,5,21,0,0,1,0,0,2,1,2,0,3,0,2,1,1,0,0,0,5,4,0
224677,1,36,18,32,7,13,2,8,21,2,4,2,2,0,6,0,1,0,3,0,1,1,0,0,0,0,4,1,0
15103,1,36,18,23,1,15,10,7,13,2,0,3,2,0,1,1,2,0,1,0,1,0,0,0,0,0,3,0,0
32959,1,21,20,22,6,4,12,2,9,1,0,2,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,2,1
218896,1,9,12,17,4,11,10,2,2,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2
20692,1,9,18,15,2,2,4,1,7,0,0,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,2,4,3
49992,0,2,3,5,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
282772,1,9,12,10,4,3,0,0,4,0,0,1,0,0,1,2,1,0,2,0,0,1,0,0,0,0,3,1,3
258264,1,4,13,9,3,2,2,0,7,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,6
344178,1,49,16,24,7,13,8,3,9,4,0,1,2,0,1,0,1,0,1,0,0,2,0,0,0,0,2,1,1
425925,1,23,29,44,7,14,10,0,19,4,2,2,3,0,1,6,4,0,1,0,0,0,1,2,0,0,5,3,2
14781,1,31,19,19,8,12,4,3,6,1,2,3,4,0,1,2,0,0,2,0,0,0,0,0,0,1,2,2,3
343729,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
269189,0,2,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15188,1,52,10,30,7,16,10,4,15,2,0,1,3,0,2,1,1,0,1,2,0,0,0,0,0,0,2,0,0
143566,1,52,48,38,6,26,10,6,23,2,2,6,4,2,1,0,2,0,1,0,0,1,0,0,0,0,5,1,1
449921,1,3,3,3,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15812,1,7,11,13,0,1,0,0,5,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1
337656,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15122,1,16,10,12,5,12,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
224680,1,20,36,26,12,13,10,1,13,2,0,1,3,2,0,4,3,0,0,0,0,0,0,0,0,0,6,1,6
15061,0,2,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404219,1,17,25,17,2,6,2,2,13,3,0,0,1,2,1,0,0,0,2,0,0,1,1,0,0,0,0,4,0
