,Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
2191,Toni Kroos,1,44,50,56,4,16,10,3,19,4,8,3,3,2,3,5,3,2,2,0,1,1,1,0,0,0,4,7,4,27.0,27.0,5.0,7.0,0.11,0.18,114.0,4.0,0.0,51.0,583.0,midfield - Central Midfield,72000000.0
2192,Keylor Navas Gamboa,0,12,9,11,4,8,0,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,27.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,Goalkeeper,16200000.0
2194,Daniel Carvajal Ramos,1,36,38,29,8,19,8,0,17,2,2,1,1,0,5,1,1,0,2,4,0,1,0,0,0,1,5,5,1,25.0,25.0,0.0,2.0,0.03,0.12,65.0,11.0,1.0,51.0,408.0,Defender - Right-Back,54000000.0
2196,Florin Andone,0,9,20,11,3,4,0,0,8,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,4,24.0,29.0,7.0,3.0,0.6,0.06,21.0,6.0,0.0,10.0,320.0,attack - Centre-Forward,5400000.0
2197,Zakaria Bakkali,1,10,8,9,3,3,0,1,2,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,21.0,23.0,0.0,0.0,0.13,0.05,27.0,5.0,0.0,18.0,164.0,attack - Left Winger,1350000.0
2198,Celso Borges Mora,1,41,33,38,8,15,10,6,20,1,0,4,4,2,2,4,1,1,1,2,0,1,0,0,1,0,2,7,0,29.0,32.0,3.0,3.0,0.13,0.09,51.0,4.0,1.0,53.0,572.0,midfield - Central Midfield,3600000.0
2199,Sidnei Rechel da Silva Junior,1,27,11,31,1,10,8,4,8,2,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,0,27.0,21.0,1.0,1.0,0.02,0.02,8.0,4.0,0.0,38.0,187.0,Defender - Centre-Back,3600000.0
2200,Guilherme dos Santos Torres,1,65,33,62,7,23,12,7,28,4,2,2,5,0,2,2,1,0,5,4,2,1,0,0,1,0,1,4,2,26.0,31.0,0.0,0.0,0.07,0.04,36.0,11.0,0.0,75.0,548.0,Defender - Left-Back,810000.0
2202,Karim Benzema,1,13,18,20,5,8,2,1,3,0,2,4,3,4,2,5,7,0,2,0,0,0,0,0,1,0,1,4,4,29.0,32.0,5.0,10.0,0.46,0.23,89.0,0.0,0.0,10.0,365.0,attack - Centre-Forward,36000000.0
2203,Gareth Frank Bale,1,9,18,12,3,6,2,0,6,3,0,1,1,0,2,5,1,0,1,0,0,0,0,0,0,0,1,4,6,28.0,26.0,16.0,2.0,0.51,0.27,67.0,5.0,0.0,18.0,244.0,attack - Right Winger,81000000.0
2206,Federico Nicolas Cartabia,1,10,10,21,7,4,6,3,5,1,4,4,1,6,1,0,1,3,2,0,1,0,0,2,1,1,6,2,3,24.0,20.0,2.0,1.0,0.12,0.11,57.0,6.0,0.0,32.0,327.0,Goalkeeper,810000.0
2208,Pedro Mosquera Parada,1,18,29,21,2,3,2,3,16,5,6,4,2,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,29.0,23.0,0.0,2.0,0.1,0.03,22.0,7.0,0.0,45.0,404.0,midfield - Central Midfield,1800000.0
2210,Bruno Alexandre Vilela Gama,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0,6.0,0.0,0.0,0.02,0.12,7.0,1.0,0.0,1.0,33.0,attack - Left Winger,540000.0
2212,Marcos Llorente Moreno,0,8,4,7,1,10,2,1,7,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22.0,13.0,0.0,0.0,0.04,0.03,10.0,1.0,0.0,6.0,95.0,midfield - Central Midfield,10800000.0
2213,Marco Asensio Willemsen,1,14,26,17,3,4,4,2,11,1,0,3,2,0,1,3,4,1,0,0,0,2,0,0,1,0,4,7,5,21.0,32.0,6.0,6.0,0.23,0.26,100.0,2.0,0.0,25.0,283.0,attack - Right Winger,67500000.0
2214,Borja Valle Balonga,1,4,5,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,25.0,17.0,3.0,2.0,0.55,0.21,11.0,1.0,0.0,5.0,126.0,attack - Left Winger,1080000.0
2216,Rodrigo Moreno Machado,1,15,48,33,6,10,2,2,16,1,0,1,1,2,1,7,4,0,0,0,0,1,0,0,0,0,4,5,13,26.0,37.0,16.0,4.0,0.45,0.1,88.0,4.0,0.0,19.0,434.0,midfield - Defensive Midfield,22500000.0
2217,Carlos Soler Barragan,1,24,39,35,5,10,6,2,15,2,0,6,4,0,0,7,3,1,2,0,0,2,0,0,1,0,1,3,2,20.0,33.0,1.0,4.0,0.15,0.12,68.0,4.0,0.0,46.0,627.0,midfield - Central Midfield,27000000.0
2218,Daniel Parejo Munoz,1,61,62,90,14,24,18,10,37,3,0,3,4,0,6,2,7,1,2,2,0,7,0,0,0,1,13,5,2,28.0,34.0,7.0,7.0,0.21,0.17,129.0,15.0,1.0,88.0,726.0,midfield - Central Midfield,18000000.0
2219,Pedro Tanausu Dominguez Placeres,1,15,23,28,10,5,8,3,7,1,8,1,0,0,2,1,0,0,0,0,1,2,0,0,1,0,2,3,0,26.0,24.0,1.0,1.0,0.07,0.08,58.0,2.0,0.0,31.0,378.0,midfield - Attacking Midfield,2250000.0
2220,Jonathan Viera Ramos,1,28,30,43,14,7,12,4,20,5,10,1,2,0,0,2,1,0,0,0,1,2,1,0,1,0,1,5,2,27.0,23.0,4.0,3.0,0.24,0.23,110.0,4.0,0.0,34.0,442.0,midfield - Attacking Midfield,7200000.0
2222,David Simon Rodriguez Santana,1,19,5,12,2,2,4,0,4,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,Defender - Right-Back,720000.0
2224,Simone Zaza,1,11,23,15,2,4,0,1,6,0,0,1,0,0,1,2,0,0,1,0,0,3,0,0,0,0,1,2,9,26.0,33.0,13.0,1.0,0.42,0.09,32.0,9.0,1.0,20.0,353.0,attack - Centre-Forward,19800000.0
2226,Pedro Bigas Rigo,1,13,12,14,0,11,4,0,5,1,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,26.0,12.0,0.0,0.0,0.02,0.02,10.0,3.0,0.0,20.0,100.0,Defender - Centre-Back,1350000.0
2227,Jonathan Calleri,1,13,40,14,6,12,0,1,6,0,2,3,1,0,1,3,0,0,0,0,0,3,1,0,1,1,3,1,7,23.0,37.0,9.0,3.0,0.39,0.06,65.0,7.0,0.0,23.0,491.0,attack - Centre-Forward,5400000.0
2228,Leandro Chichizola,1,25,26,14,5,8,0,3,13,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,27.0,27.0,0.0,0.0,0.0,0.02,4.0,2.0,0.0,0.0,2.0,Goalkeeper,900000.0
2230,Dani Castellano Betancor,1,28,28,17,2,14,6,2,11,2,2,1,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,2,0,29.0,24.0,0.0,2.0,0.01,0.03,25.0,5.0,0.0,37.0,281.0,Defender - Left-Back,1800000.0
2231,Ezequiel Marcelo Garay,1,42,16,31,1,17,6,5,9,2,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,30.0,24.0,0.0,0.0,0.01,0.02,7.0,5.0,0.0,20.0,86.0,Defender - Centre-Back,8100000.0
2234,Norberto Murara Neto,0,8,10,7,1,6,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,33.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Goalkeeper,13500000.0
2237,Javi Castellano Betancor,1,33,23,35,5,17,6,4,19,3,2,0,3,0,4,1,0,0,4,0,0,1,0,0,0,0,3,0,1,29.0,23.0,0.0,0.0,0.0,0.02,13.0,4.0,0.0,43.0,283.0,midfield - Central Midfield,720000.0
2238,Sergio Ezequiel Araujo,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2.0,0.0,0.0,0.26,0.0,2.0,0.0,0.0,2.0,9.0,attack - Centre-Forward,3600000.0
2239,Michel Macedo Rocha Machado,1,28,27,24,10,12,10,0,19,3,2,5,1,4,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,27.0,28.0,0.0,1.0,0.01,0.07,32.0,5.0,1.0,31.0,180.0,Defender - Right-Back,1620000.0
2240,Diego Rico Salguero,1,34,46,26,10,15,6,2,18,3,2,3,0,2,3,2,1,0,1,0,0,0,0,0,1,1,2,2,0,24.0,26.0,2.0,2.0,0.06,0.11,53.0,9.0,1.0,70.0,332.0,Defender - Left-Back,2250000.0
2244,Alexis Ruano Delgado,1,36,20,19,2,16,6,4,7,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,31.0,28.0,1.0,0.0,0.03,0.0,13.0,6.0,0.0,32.0,162.0,Defender - Centre-Back,1350000.0
2245,Rodrigo Ely,1,33,24,27,4,18,2,6,12,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0,0,26.0,37.0,16.0,4.0,0.45,0.1,88.0,4.0,0.0,19.0,434.0,midfield - Defensive Midfield,22500000.0
2246,Fernando Pacheco Flores,1,11,22,9,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,38.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,midfield - Defensive Midfield,13500000.0
2247,Javier Eraso Goni,1,28,38,47,3,11,2,1,13,3,0,2,4,0,0,4,2,0,0,2,0,0,0,0,1,0,3,2,4,27.0,34.0,4.0,3.0,0.15,0.11,69.0,4.0,0.0,30.0,770.0,midfield - Attacking Midfield,2700000.0
2249,Christian Robert Santos Kwasniewski,1,6,6,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,10.0,2.0,0.0,0.25,0.0,4.0,3.0,1.0,4.0,93.0,attack - Centre-Forward,900000.0
2251,Mubarak Wakaso,1,13,15,22,4,3,2,2,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,1,27.0,21.0,0.0,1.0,0.06,0.04,14.0,7.0,0.0,42.0,304.0,midfield - Central Midfield,1080000.0
2252,Carlos Martin Vigaray,1,15,16,5,2,6,2,0,3,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,22.0,12.0,0.0,0.0,0.03,0.02,13.0,6.0,0.0,25.0,166.0,Defender - Right-Back,720000.0
2255,Alfonso Pedraza Sag,1,17,30,25,5,11,0,1,14,1,0,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,2,3,5,21.0,33.0,3.0,5.0,0.13,0.14,63.0,5.0,0.0,49.0,620.0,Defender - Left-Back,4500000.0
2256,Gabriel Appelt Pires,1,47,38,35,3,15,12,2,14,5,2,3,3,0,3,1,4,1,0,2,1,2,0,0,0,0,6,2,6,23.0,29.0,5.0,2.0,0.21,0.09,58.0,6.0,1.0,86.0,768.0,midfield - Central Midfield,9000000.0
2257,Alexander Szymanowski,1,10,14,15,6,6,0,1,7,0,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,2,28.0,13.0,2.0,2.0,0.2,0.2,27.0,1.0,0.0,14.0,164.0,attack - Left Winger,1800000.0
2258,Julian Omar Ramos Suarez,1,16,21,19,9,7,4,3,6,2,0,0,3,0,0,7,0,0,0,0,0,1,0,0,1,0,1,1,1,29.0,23.0,0.0,1.0,0.03,0.12,39.0,3.0,0.0,23.0,305.0,midfield - Attacking Midfield,1080000.0
2260,Jorge Franco Alviz,1,5,16,18,2,2,2,1,5,1,0,0,2,0,2,2,3,1,0,0,0,1,1,0,2,0,0,1,1,21.0,22.0,1.0,2.0,0.01,0.1,36.0,8.0,0.0,58.0,295.0,Defender - Left-Back,10800000.0
2265,Unai Bustinza Martinez,1,23,11,17,2,15,20,3,8,0,0,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,2,0,25.0,20.0,2.0,0.0,0.16,0.02,11.0,5.0,0.0,36.0,163.0,Defender - Centre-Back,1620000.0
2266,Nabil El Zhar,1,28,26,24,8,3,0,1,13,0,2,4,0,2,0,2,2,0,0,2,0,1,0,0,0,0,0,4,2,30.0,30.0,2.0,2.0,0.15,0.11,56.0,2.0,0.0,12.0,305.0,attack - Right Winger,1800000.0
2270,Samuel  Castillejo Azuaga,1,19,34,21,10,4,2,1,16,5,2,2,1,0,4,3,2,0,1,0,0,0,0,0,0,0,4,6,4,22.0,30.0,6.0,5.0,0.19,0.13,97.0,4.0,0.0,39.0,523.0,attack - Right Winger,13500000.0
2271,Mariano Damian Barbosa,0,5,7,4,0,0,0,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Goalkeeper,720000.0
2276,Roberto Roman Triguero,1,8,14,6,2,8,2,1,3,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Goalkeeper,1800000.0
2283,Thomas Teye Partey,1,50,45,42,4,26,10,3,33,6,4,4,3,0,2,2,2,0,0,0,2,1,0,0,0,0,3,1,1,24.0,33.0,3.0,0.0,0.06,0.03,36.0,6.0,0.0,77.0,477.0,midfield - Defensive Midfield,22500000.0
2286,Diego Roberto Godin Leal,1,39,31,29,2,19,6,1,14,4,2,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Defender - Centre-Back,31500000.0
2291,Douglas Luiz Soares de Paulo,1,5,6,4,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19.0,15.0,0.0,0.0,0.16,0.13,11.0,3.0,0.0,10.0,124.0,midfield - Defensive Midfield,1350000.0
2292,Youssef En-Nesyri,1,9,14,12,4,5,0,3,3,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,10,20.0,25.0,4.0,0.0,0.27,0.05,27.0,2.0,1.0,18.0,469.0,attack - Centre-Forward,1620000.0
2293,Jeison Fabian Murillo Ceron,1,37,16,17,2,23,4,5,8,2,0,1,0,0,1,0,1,0,5,0,0,2,0,0,0,0,1,0,0,25.0,17.0,0.0,0.0,0.01,0.0,5.0,4.0,0.0,25.0,103.0,Defender - Centre-Back,13500000.0
2296,Geoffrey Kondogbia,1,60,41,51,6,19,8,4,31,3,0,2,3,0,1,1,2,1,3,0,0,3,0,0,0,0,4,5,3,24.0,31.0,4.0,4.0,0.08,0.08,57.0,12.0,1.0,83.0,651.0,midfield - Defensive Midfield,27000000.0
2298,Borja Mayoral Moya,0,3,5,4,4,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20.0,14.0,3.0,1.0,0.86,0.05,7.0,0.0,0.0,4.0,79.0,attack - Centre-Forward,6750000.0
2299,Santiago Mina Lorenzo,1,10,15,21,2,2,2,0,4,2,0,1,1,0,0,1,3,0,1,2,1,1,0,0,0,0,4,3,2,21.0,32.0,12.0,2.0,0.51,0.11,40.0,4.0,0.0,16.0,447.0,attack - Centre-Forward,18000000.0
2300,Michael Krohn-Dehli,0,16,21,17,3,13,0,5,10,3,0,0,1,2,2,0,1,0,2,2,0,2,0,0,0,1,2,1,3,34.0,11.0,0.0,0.0,0.02,0.01,8.0,2.0,0.0,12.0,138.0,midfield - Central Midfield,720000.0
2301,Sergio Escudero Palomo,1,44,32,41,9,23,16,8,18,4,8,6,4,2,2,2,1,1,0,2,1,2,0,0,0,0,4,1,1,27.0,27.0,0.0,2.0,0.04,0.05,44.0,10.0,0.0,69.0,391.0,Defender - Left-Back,6750000.0
2302,Wissam Ben Yedder,1,17,10,12,2,5,2,0,7,2,0,6,3,0,2,3,0,2,1,0,0,0,0,0,1,0,1,6,6,26.0,25.0,9.0,3.0,0.54,0.11,53.0,2.0,1.0,9.0,358.0,attack - Centre-Forward,25200000.0
2303,Gabriel Ivan Mercado,1,43,24,21,7,23,10,2,18,3,0,1,0,0,4,2,0,0,1,0,0,1,0,0,0,0,0,4,0,30.0,26.0,0.0,1.0,0.06,0.03,19.0,9.0,0.0,61.0,290.0,Defender - Right-Back,3150000.0
2304,Vitorino Gabriel  Pacheco Antunes,1,36,55,29,8,17,10,1,12,2,0,1,1,0,1,0,3,0,1,2,0,2,0,0,0,0,6,3,0,23.0,29.0,5.0,2.0,0.21,0.09,58.0,6.0,1.0,86.0,768.0,Defender - Left-Back,2250000.0
2306,Francisco Portillo Soler,1,32,52,37,19,8,12,0,21,4,4,7,2,0,3,6,5,2,1,0,0,1,0,0,1,1,4,3,1,27.0,33.0,2.0,3.0,0.1,0.11,53.0,6.0,0.0,28.0,564.0,attack - Right Winger,1800000.0
2307,Francisco Javier Guerrero Martin,1,9,17,10,4,5,2,0,5,3,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,21.0,14.0,1.0,0.0,0.03,0.06,12.0,2.0,0.0,32.0,186.0,Defender - Right-Back,2250000.0
2308,Facundo Sebastian Roncaglia,1,33,17,29,3,14,6,5,13,1,4,3,2,0,3,0,2,0,2,0,0,0,0,0,0,0,2,0,1,30.0,21.0,0.0,0.0,0.03,0.0,10.0,2.0,0.0,29.0,151.0,Defender - Centre-Back,2700000.0
2310,Riza Durmisi,1,12,22,20,7,20,2,0,11,6,2,6,3,0,0,3,2,0,0,0,0,0,0,0,0,0,3,6,0,23.0,24.0,2.0,3.0,0.06,0.11,36.0,4.0,0.0,34.0,223.0,Defender - Left-Back,4500000.0
2311,Cristian Tello Herrera,1,17,23,19,6,13,2,2,9,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,6,2,2,25.0,32.0,4.0,3.0,0.15,0.14,47.0,2.0,0.0,24.0,336.0,attack - Left Winger,5400000.0
2312,Arnaldo Antonio Sanabria Ayala,1,4,5,2,1,3,0,0,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,4,21.0,17.0,8.0,0.0,0.46,0.02,10.0,0.0,0.0,8.0,144.0,attack - Centre-Forward,6750000.0
2313,Enric Saborit Teixidor,1,19,21,15,11,10,8,1,5,0,4,3,4,0,0,1,0,0,1,0,1,1,1,0,1,1,4,1,0,25.0,19.0,0.0,1.0,0.02,0.04,15.0,5.0,0.0,39.0,186.0,Defender - Centre-Back,720000.0
2316,Mikel Vesga Arruti,1,11,11,24,4,2,8,2,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,24.0,12.0,1.0,1.0,0.1,0.08,16.0,6.0,0.0,15.0,227.0,midfield - Defensive Midfield,2250000.0
2318,Jordi Amat Maas,1,41,32,30,4,16,14,5,12,3,10,1,1,0,1,1,1,0,1,2,0,3,0,0,0,0,3,0,0,25.0,25.0,0.0,0.0,0.02,0.0,16.0,7.0,2.0,33.0,197.0,Goalkeeper,225000.0
2321,Adnan Januzaj,1,7,22,14,5,1,2,3,6,1,0,3,2,0,0,4,0,2,1,0,0,0,0,0,0,0,2,7,7,22.0,28.0,3.0,5.0,0.35,0.23,78.0,4.0,0.0,17.0,295.0,attack - Right Winger,13500000.0
2324,Diego Javier Llorente Rios,1,38,31,28,5,29,16,6,15,3,2,4,1,0,4,0,1,0,4,0,0,0,0,0,0,0,5,0,0,23.0,27.0,3.0,0.0,0.08,0.0,5.0,9.0,1.0,30.0,249.0,Defender - Centre-Back,15750000.0
2325,Federico Santiago Valverde Dipetta,1,16,22,19,4,4,4,1,7,1,2,0,2,0,2,2,1,1,2,0,0,1,0,0,0,0,0,0,2,19.0,24.0,0.0,0.0,0.06,0.09,22.0,0.0,0.0,19.0,219.0,midfield - Central Midfield,5400000.0
2327,Andreas Hoelgebaum Pereira,1,7,27,7,0,3,2,1,1,0,2,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,1,3,2,21.0,23.0,1.0,3.0,0.07,0.18,40.0,5.0,0.0,24.0,276.0,attack - Centre-Forward,900000.0
2328,Gabriel Armando de Abreu,1,56,29,47,1,24,6,6,16,4,2,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,1,23.0,29.0,5.0,2.0,0.21,0.09,58.0,6.0,1.0,86.0,768.0,Goalkeeper,1350000.0
2331,Roberto Suarez Pier,1,43,11,25,1,17,8,7,8,1,0,1,2,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Defender - Centre-Back,1800000.0
2333,Pedro Lopez Munoz,1,23,33,18,8,13,10,2,11,3,2,7,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,2,30.0,31.0,4.0,2.0,0.25,0.09,62.0,1.0,0.0,20.0,240.0,Defender - Right-Back,270000.0
2336,Daniel Alejandro Torres Rojas,1,18,20,25,3,7,0,0,9,0,0,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,2,1,0,27.0,18.0,0.0,0.0,0.01,0.02,14.0,3.0,0.0,22.0,268.0,midfield - Central Midfield,1350000.0
2337,Munir El Haddadi Mohamed,1,26,33,24,9,3,0,2,7,2,0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,0,2,3,2,21.0,33.0,10.0,6.0,0.33,0.13,84.0,7.0,1.0,22.0,483.0,attack - Centre-Forward,10800000.0
2338,Emre Mor,1,9,15,9,1,3,2,1,6,0,0,2,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,2,20.0,23.0,1.0,2.0,0.08,0.22,27.0,4.0,0.0,12.0,124.0,attack - Right Winger,2700000.0
2339,Iago Herrerin Buisan,0,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,10.0,1.0,1.0,0.07,0.01,5.0,0.0,0.0,14.0,169.0,Defender - Left-Back,900000.0
2341,Ander Iturraspe Derteano,1,50,22,44,10,21,4,7,18,1,4,3,11,0,3,0,0,2,1,0,0,2,0,0,1,0,6,3,2,28.0,30.0,0.0,0.0,0.01,0.09,46.0,7.0,0.0,32.0,312.0,midfield - Defensive Midfield,4500000.0
2342,Johan Andres Mojica Palacio,1,36,33,20,5,17,6,1,11,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,24.0,30.0,0.0,4.0,0.03,0.11,55.0,6.0,0.0,42.0,347.0,midfield - Central Midfield,3150000.0
2343,Ager Aketxe Barrutia,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0,3.0,0.0,0.0,0.21,0.0,3.0,1.0,0.0,1.0,12.0,midfield - Attacking Midfield,2250000.0
2345,Gonzalo Escalante,1,29,20,22,10,16,6,2,13,0,0,2,7,0,1,2,1,0,0,0,0,1,0,0,0,0,1,1,3,24.0,28.0,1.0,0.0,0.08,0.02,24.0,3.0,0.0,44.0,356.0,midfield - Central Midfield,2250000.0
2347,Johannes Geis,1,10,10,1,2,11,2,1,4,1,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,23.0,14.0,0.0,1.0,0.02,0.07,15.0,0.0,0.0,18.0,101.0,midfield - Defensive Midfield,4500000.0
2348,Alberto Aquilani,1,23,32,28,5,11,8,4,10,3,4,0,4,0,1,1,2,0,1,0,1,3,0,0,0,0,2,1,1,33.0,21.0,0.0,0.0,0.05,0.03,21.0,4.0,0.0,33.0,234.0,midfield - Central Midfield,630000.0
2349,Aythami Artiles Oliva,1,5,1,3,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,Defender - Centre-Back,630000.0
2350,Federico Ricca Rostagnol,1,11,21,13,5,10,8,1,5,3,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,22.0,14.0,0.0,1.0,0.01,0.04,9.0,4.0,0.0,43.0,212.0,Defender - Left-Back,1350000.0
2353,Miguel Angel Garrido Cifuentes,1,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,26.0,2.0,0.0,0.0,0.0,0.22,6.0,0.0,0.0,2.0,37.0,Defender - Right-Back,450000.0
2356,Luis Alberto Suarez Diaz,1,14,34,18,5,10,4,3,14,1,2,5,4,0,1,9,1,0,1,2,0,2,0,0,1,0,4,5,12,24.0,34.0,11.0,14.0,0.27,0.34,163.0,5.0,0.0,31.0,525.0,attack - Left Winger,225000.0
2357,Mario Hermoso Canseco,1,32,24,16,3,17,4,5,16,2,0,0,4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,22.0,22.0,1.0,0.0,0.04,0.01,9.0,6.0,1.0,17.0,99.0,Defender - Centre-Back,4500000.0
2360,Marc Navarro Ceciliano,1,18,23,10,2,12,2,2,3,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,2,22.0,19.0,1.0,0.0,0.09,0.08,23.0,3.0,0.0,17.0,132.0,Defender - Right-Back,1800000.0
2361,Sabin Merino Zuloaga,0,3,2,6,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.0,13.0,0.0,0.0,0.26,0.06,6.0,1.0,0.0,7.0,109.0,attack - Centre-Forward,1350000.0
2362,Lionel Jules Carole,1,6,6,4,1,4,0,3,6,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26.0,6.0,0.0,1.0,0.04,0.02,7.0,0.0,0.0,12.0,70.0,Defender - Left-Back,2700000.0
2363,Juan Pedro Ramirez Lopez,1,39,33,33,2,19,8,3,19,1,0,2,0,0,2,2,1,0,1,0,0,1,1,0,0,0,2,2,2,30.0,31.0,4.0,2.0,0.25,0.09,62.0,1.0,0.0,20.0,240.0,Defender - Right-Back,270000.0
2367,Fernando Navarro i Corbacho,1,16,22,15,3,6,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,35.0,15.0,0.0,0.0,0.0,0.02,10.0,5.0,0.0,28.0,147.0,midfield - Defensive Midfield,13500000.0
2373,Jose Manuel Garcia Naranjo,0,5,3,3,2,4,0,1,3,1,0,3,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,23.0,16.0,1.0,0.0,0.13,0.07,9.0,2.0,0.0,11.0,151.0,midfield - Attacking Midfield,1800000.0
2374,Anaitz Arbilla Zabala,1,62,25,44,5,23,16,3,15,3,2,2,3,0,1,2,1,0,2,0,0,2,0,0,0,0,2,1,1,30.0,29.0,2.0,1.0,0.03,0.02,29.0,8.0,0.0,31.0,216.0,Defender - Centre-Back,1800000.0
2376,Daniel Ceballos Fernandez,0,4,5,5,1,2,4,1,5,2,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,20.0,12.0,2.0,0.0,0.1,0.1,18.0,0.0,0.0,11.0,106.0,midfield - Central Midfield,10800000.0
